pitch start end duration velocity
A#6 3.4070 3.6395 0.2326 51
G#5 3.4419 3.9767 0.5349 26
F6 3.4767 3.5349 0.0581 29
F#6 3.4767 3.5581 0.0814 33
E6 3.4767 3.5930 0.1163 44
C7 3.4767 3.6744 0.1977 51
B6 3.4767 3.6977 0.2209 56
C#7 3.4767 3.7209 0.2442 41
A#2 3.4884 3.5116 0.0233 54
D7 3.4884 3.5465 0.0581 41
A#5 3.4884 3.5930 0.1047 21
D6 3.5000 3.5698 0.0698 40
A3 3.5000 3.9767 0.4767 52
D#5 3.5116 3.5465 0.0349 17
G#2 3.5349 3.5581 0.0233 68
A#1 3.5698 3.5814 0.0116 67
G#1 3.5814 3.5930 0.0116 70
D#5 3.5814 3.6279 0.0465 20
A#1 3.5930 3.6047 0.0116 68
D#3 3.5930 3.6163 0.0233 63
D7 3.5930 3.9651 0.3721 22
G#2 3.6047 3.6512 0.0465 66
A1 3.6047 3.6628 0.0581 71
D#7 3.6279 3.9419 0.3140 19
D#3 3.6512 3.6860 0.0349 64
A#1 3.6628 3.6744 0.0116 69
G#1 3.6744 3.6860 0.0116 71
G#2 3.6860 3.7209 0.0349 66
A1 3.6860 3.7326 0.0465 71
D#3 3.6977 3.7326 0.0349 63
E7 3.7093 3.9302 0.2209 20
A#1 3.7326 3.7442 0.0116 70
D#5 3.7326 3.9884 0.2558 27
G#1 3.7442 3.7558 0.0116 69
E3 3.7558 3.9884 0.2326 49
A1 3.7558 4.0116 0.2558 72
F7 3.7674 3.9186 0.1512 13
C7 3.9302 4.0000 0.0698 17
B5 3.9302 4.1047 0.1744 29
A#6 3.9419 3.9884 0.0465 19
F6 3.9535 4.0116 0.0581 19
A#5 3.9767 4.0116 0.0349 21
G3 3.9884 4.0000 0.0116 65
F#4 3.9884 4.0116 0.0233 43
A#4 3.9884 4.0116 0.0233 32
D5 3.9884 4.2209 0.2326 40
C3 4.0000 4.0116 0.0116 76
F4 4.0000 4.0349 0.0349 29
E2 4.0116 4.0349 0.0233 82
A5 4.0116 4.0581 0.0465 16
G4 4.0116 4.2558 0.2442 38
B4 4.0116 4.3837 0.3721 45
G3 4.0233 4.3605 0.3372 54
C2 4.0349 4.0581 0.0233 93
D3 4.0349 4.4651 0.4302 50
F4 4.0465 4.1163 0.0698 29
B1 4.0581 4.0814 0.0233 74
F#5 4.0698 4.2209 0.1512 13
G#1 4.0930 4.1047 0.0116 65
